Epoch	Sims	CorrectCommits	HonestWins	WinPercentage	AverageRounds	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
101	214	287	93	0.43457943925233644	17.626168224299064	105.323364	56.673164	283.4	4.6	16.626167	-23.8347	12.834254	-7.274719	-53.98394	612000.0	4.638388e-08	844.25793	-0.009357264	-234.73682	0.34196365	0.003501027	0.10431177	79.0	717.9619741439819
102	174	242	80	0.45977011494252873	21.873563218390803	115.76381	88.155266	296.9	-747.8	20.873564	-14.256171	9.47827	-3.146049	-45.195477	618000.0	-5.4749916e-09	29206.516	-0.0038007319	-109.8457	0.28937396	0.0023629332	0.040424123	79.0	726.0593259334564
103	171	251	82	0.47953216374269003	21.912280701754387	125.23977	57.970753	299.0	11.8	20.912281	-11.875332	8.780233	-1.8974602	-50.63046	624000.0	1.6510763e-08	553.4149	-0.007999735	-96.388336	0.28512707	0.0031017684	0.08499006	79.0	736.7998061180115
104	121	177	57	0.47107438016528924	30.8099173553719	132.5157	136.52844	329.6	-809.3	29.809917	-6.4775686	7.3631697	1.4816668	-44.230152	630000.0	2.6231661e-09	58784.773	-0.0025510434	-544.0547	0.24279153	0.015194297	0.059699025	72.0	749.7122240066528
105	215	285	93	0.4325581395348837	17.390697674418604	106.97209	52.45046	315.2	-3.2	16.390697	-16.544138	10.941324	-3.645657	-54.33648	636000.0	-6.381331e-08	624.8086	-0.016853184	-122.090576	0.33953288	0.016896853	0.10716066	10.0	758.7298800945282
106	130	188	62	0.47692307692307695	29.215384615384615	128.4877	132.9258	364.0	-823.8	28.215385	-11.693834	9.678491	-0.7164651	-46.06752	642000.0	5.913662e-09	57711.188	-0.0013124535	-177.17188	0.22673827	0.0028848352	0.06347129	79.0	771.4504849910736
107	171	234	77	0.4502923976608187	22.385964912280702	113.85146	127.918495	339.8	-1130.1	21.385965	-17.601284	10.98746	-4.2877116	-54.99752	648000.0	-2.7918154e-09	58006.67	-0.0053865416	-426.01172	0.29158866	0.015026496	0.08385606	50.0	778.7219572067261
108	279	416	138	0.4946236559139785	13.806451612903226	85.77348	44.646957	262.4	9.1	12.806452	-23.82339	13.829454	-10.013178	-62.473488	654000.0	-9.921595e-08	794.1775	-0.019882204	-257.93475	0.39464656	0.01595992	0.1383825	7.0	789.7858860492706
109	177	260	84	0.4745762711864407	20.870056497175142	113.65197	87.77339	296.5	-851.9	19.870056	-15.597438	9.670169	-3.8902817	-49.133835	660000.0	1.04071605e-08	29557.96	-0.00027914954	-31.996094	0.29762554	0.007419887	0.087136246	79.0	805.3742520809174
110	120	143	47	0.39166666666666666	31.308333333333334	136.19499	133.4218	320.1	-856.5	30.308332	-12.961234	7.328811	-3.5694957	-47.006756	666000.0	-6.549004e-09	58225.766	-0.0056197937	-288.9922	0.22422652	0.0153029235	0.058939744	79.0	819.2989521026611
111	222	347	113	0.509009009009009	18.1981981981982	102.439186	57.2822	317.5	9.1	17.198198	-19.621157	10.104433	-10.407143	-59.586784	672000.0	8.239034e-08	747.41705	-0.009300019	-138.40216	0.34038675	0.015037629	0.109269895	15.0	832.132660150528
